ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
-0.1037,-0.0882,9.5929,-0.5944,-0.9279,-3.9588,-0.137,-0.2178,9.5961,15794,0,0.0,,
-0.4409,0.4517,9.9195,1.9828,-5.8441,1.9714,-0.3983,0.4953,9.8253,15795,0,0.0,,
-0.0503,0.2499,9.8002,0.1619,-6.3166,1.2598,-0.1054,0.1718,9.7762,15796,0,0.0,,
-0.3403,0.0334,9.8352,-1.6386,-3.3409,-1.056,-0.3652,0.1184,9.8519,15797,0,0.0,,
-0.1727,-0.0747,9.6797,3.8218,-4.3213,2.4071,-0.123,-0.0485,9.6504,15798,0,0.0,,
-0.2982,-0.069,9.7009,-1.2682,-0.0788,0.7434,-0.293,-0.0515,9.6475,15799,0,0.0,,
0.0645,-0.8396,9.876,-0.6534,3.2852,-1.4028,0.0402,-0.7654,9.844,15800,0,0.0,0.0,0.0031636590845961765
-0.1182,0.1489,9.6456,-4.3107,-0.5904,-1.8796,-0.0708,0.1763,9.59,15801,0,0.0,,
0.0291,-0.1458,9.9131,-3.5975,-3.0188,-0.8121,0.0919,-0.1193,9.9139,15802,0,0.0,,
0.1093,0.073,10.0237,1.1416,1.4738,1.7755,0.1975,0.0858,9.9929,15803,0,0.0,,
-0.2221,-0.1794,9.7287,3.479,-4.191,0.1754,-0.2332,-0.142,9.7155,15804,0,0.0,,
-0.0888,-0.7148,9.5082,-0.5354,-1.2055,-2.4923,-0.0565,-0.6412,9.5354,15805,0,0.0,,
-0.2026,-0.2637,9.6728,0.0377,0.1545,1.4085,-0.1834,-0.267,9.6901,15806,0,0.0,,
-0.0651,0.3525,9.6831,4.251,2.1178,-0.348,-0.0332,0.3035,9.7508,15807,0,0.0,,
0.4838,-0.168,9.7186,0.9842,0.6012,-1.9343,0.4586,-0.1826,9.6764,15808,0,0.0,,
0.1977,0.9446,9.8542,3.5992,0.0216,4.6721,0.2781,0.9442,9.8103,15809,0,0.0,,
0.1645,-0.034,9.8764,-1.6294,-1.459,-3.4295,0.1287,-0.0866,9.9212,15810,0,0.0,,
-0.2186,0.0746,10.0016,-2.2973,4.0077,-5.0455,-0.1079,0.1499,10.059,15811,0,0.0,,
0.5152,-0.0675,9.8373,-2.4436,2.0846,5.9324,0.54,-0.0598,9.8315,15812,0,0.0,,
0.0294,-0.0238,9.8064,2.1262,1.6288,3.5068,-0.0485,0.0042,9.8347,15813,0,0.0,,
0.1775,0.1165,9.5028,-0.6836,2.2882,1.8201,0.1911,0.0919,9.5373,15814,0,0.0,,
0.3396,-0.3026,9.6681,0.8033,1.9476,1.1556,0.5169,-0.2544,9.6444,15815,0,0.0,,
0.1212,0.4242,9.6989,1.2412,-1.6767,1.1959,0.122,0.2916,9.7158,15816,0,0.0,,
0.1072,-0.1267,10.1375,0.0192,-4.3234,-3.4254,0.0882,-0.1711,10.0877,15817,0,0.0,,
0.3241,-0.4777,10.1616,6.9118,-0.8852,-0.7103,0.3271,-0.4253,10.1681,15818,0,0.0,,
0.0621,0.0071,9.8069,6.4973,2.6893,6.3861,0.1321,-0.0007,9.8442,15819,0,0.0,,
0.413,-0.5645,9.844,0.9701,3.2541,2.3409,0.4295,-0.5602,9.8377,15820,0,0.0,,
-0.0203,0.4446,9.8792,3.5867,-0.3204,0.0583,0.0346,0.3947,9.8576,15821,0,0.0,,
0.2541,0.5394,9.7526,1.5607,1.432,-2.846,0.2392,0.5038,9.7683,15822,0,0.0,,
0.1242,-0.2228,9.9534,2.7016,0.1505,3.5596,0.1418,-0.2115,10.0367,15823,0,0.0,,
-0.4555,-0.0319,9.9786,-1.064,-0.6386,3.0634,-0.4006,-0.0218,9.9923,15824,0,0.0,,
0.0829,0.002,10.0517,-2.2257,-1.0137,-1.5789,0.117,0.0845,10.0778,15825,0,0.0,,
0.4983,-0.24,9.549,-1.0508,3.374,5.9863,0.5439,-0.3098,9.5452,15826,0,0.0,,
-0.1218,-0.23,9.7164,-1.1147,-5.2468,1.8003,-0.1454,-0.36,9.6558,15827,0,0.0,,
-0.2752,0.2382,10.1646,1.7736,-1.3437,1.8808,-0.3418,0.2283,10.2438,15828,0,0.0,,
0.1497,-0.3315,10.0525,0.9641,0.929,3.0777,0.1519,-0.3029,10.0445,15829,0,0.0,,
0.2525,-0.4354,10.2844,2.2684,-2.6618,-0.4369,0.2377,-0.4105,10.4061,15830,0,0.0,,
0.4757,0.2939,9.6989,4.4162,5.1108,-3.3878,0.4899,0.2156,9.6214,15831,0,0.0,,
0.2127,0.3642,10.1683,0.8044,-5.7623,-7.1378,0.1111,0.3454,10.1485,15832,0,0.0,,
0.1795,-0.0401,9.4425,-1.9387,2.0855,-4.7817,0.1768,-0.0481,9.5034,15833,0,0.0,,
0.1989,-0.203,9.6857,2.438,-5.3283,-4.125,0.275,-0.224,9.7162,15834,0,0.0,,
0.1971,0.424,10.041,2.838,3.711,-4.1182,0.2081,0.3928,10.0796,15835,0,0.0,,
0.6826,0.1463,9.9814,5.3552,0.1581,-0.1741,0.662,0.2122,9.9636,15836,0,0.0,,
0.122,0.3865,9.7635,-1.5528,-4.4534,-0.5738,0.1574,0.3946,9.7116,15837,0,0.0,,
-0.2391,-0.4307,9.9115,0.819,-2.8899,2.821,-0.2603,-0.4109,9.9276,15838,0,0.0,,
-0.0702,0.5111,9.9399,-1.0906,2.2666,2.5176,-0.1304,0.5004,9.92,15839,0,0.0,,
-0.094,0.2697,9.6174,-1.689,1.2325,0.2216,-0.1423,0.1942,9.6869,15840,0,0.0,,
-0.1038,0.464,9.8513,1.556,0.5158,6.5349,-0.1461,0.418,9.9335,15841,0,0.0,,
-0.14,0.1125,10.3149,-3.0157,5.4129,-0.5444,-0.1444,0.1646,10.3631,15842,0,0.0,,
0.3284,0.2568,9.8993,1.4335,-2.3376,-2.5518,0.3854,0.3153,9.8571,15843,0,0.0,,
0.2377,0.3409,10.0678,1.1792,-0.0996,0.6299,0.1707,0.2963,10.141,15844,0,0.0,,
0.0291,-0.066,9.9304,-1.6741,-3.8879,-1.0991,0.1121,-0.0981,9.914,15845,0,0.0,,
-0.3849,0.3735,10.0564,-3.6609,1.4715,-0.1171,-0.3707,0.3881,10.0523,15846,0,0.0,,
0.2777,-0.1255,9.7382,-0.8518,0.1041,-2.0606,0.2918,-0.1605,9.7726,15847,0,0.0,,
-0.1204,0.1408,9.7099,2.18,2.1901,-6.3089,-0.139,0.1781,9.749,15848,0,0.0,,
0.0695,0.1123,9.6185,0.4578,-2.7027,3.4308,0.0946,0.1297,9.6308,15849,0,0.0,,
-0.0129,-0.3657,9.9083,-2.3499,1.9154,-0.1476,-0.018,-0.3847,9.9888,15850,0,0.0,,
-0.062,-0.3936,9.7607,3.0786,1.2735,4.2455,-0.0547,-0.4387,9.7832,15851,0,0.0,,
0.0155,-0.1577,9.8632,5.8279,-0.1875,2.7783,0.0006,-0.1713,9.8278,15852,0,0.0,,
0.0432,0.1805,9.684,-1.3343,-1.4856,-3.8107,0.0193,0.1246,9.6434,15853,0,0.0,,
0.2606,-0.1965,9.6244,-2.6608,-4.5918,-0.5131,0.3157,-0.1759,9.7208,15854,0,0.0,,
-0.0023,0.3173,10.0602,-0.6548,-0.7127,-1.8871,-0.0356,0.2386,10.0906,15855,0,0.0,,
-0.0252,0.0138,9.8934,0.8919,2.1249,-1.4742,0.0437,0.021,9.9099,15856,0,0.0,,
-0.025,0.1379,9.7502,-2.3672,1.9108,-1.6977,0.0035,0.2354,9.7387,15857,0,0.0,,
0.7314,-0.1302,9.7378,-0.8299,-0.0669,0.8366,0.7056,-0.0806,9.6838,15858,0,0.0,,
0.4315,-0.1193,9.6757,-1.7768,4.4439,-1.5071,0.4187,-0.1612,9.6473,15859,0,0.0,,
0.0466,0.0595,9.7372,-8.2614,-3.8684,-0.3355,0.0266,0.0147,9.7968,15860,0,0.0,,
-0.4063,0.0053,9.5971,-6.4019,-4.7745,2.5295,-0.4648,-0.0478,9.6016,15861,0,0.0,,
0.6186,0.0248,9.3519,-0.9096,5.6034,-3.9559,0.5814,0.0414,9.3686,15862,0,0.0,,
-0.0017,0.2303,9.9301,-2.1464,1.3916,0.226,-0.0661,0.2043,9.9667,15863,0,0.0,,
-0.2007,-0.3126,10.0221,2.3294,2.0735,-0.1173,-0.153,-0.2554,9.9626,15864,0,0.0,,
-0.6152,0.1639,9.8895,0.1691,2.852,0.9424,-0.5811,0.1388,9.7509,15865,0,0.0,,
-0.0427,0.0271,9.9742,4.0777,5.0912,2.4316,-0.0246,0.0472,9.9696,15866,0,0.0,,
-0.6422,-0.115,9.8582,1.7479,-0.4513,-1.807,-0.6343,-0.1241,9.808,15867,0,0.0,,
0.5472,-0.4812,9.666,2.4977,-0.2221,3.8243,0.5091,-0.472,9.6733,15868,0,0.0,,
0.2267,-0.2326,9.8865,0.4579,8.0701,-0.4798,0.2865,-0.2593,9.8748,15869,0,0.0,,
0.0824,0.0984,9.9043,-1.6549,1.8522,0.6552,0.135,0.0521,9.876,15870,0,0.0,,
-0.1521,-0.4319,9.742,-2.0029,-0.2451,-2.409,-0.0613,-0.4987,9.6962,15871,0,0.0,,
0.0951,-0.006,9.5224,1.2712,1.9938,2.5053,0.155,0.065,9.5178,15872,0,0.0,,
0.2068,-0.0575,9.6841,6.705,-1.4614,-3.0667,0.2245,-0.0898,9.7411,15873,0,0.0,,
-0.0538,-0.1991,10.1149,-2.1147,-1.8425,1.0965,-0.0486,-0.2222,10.1268,15874,0,0.0,,
0.1328,-0.09,9.7649,0.0048,-1.7145,-3.3483,0.1251,-0.0072,9.7203,15875,0,0.0,,
-0.1004,0.3066,10.1606,0.9933,-1.3767,4.3896,-0.1339,0.344,10.0981,15876,0,0.0,,
-0.3355,0.1958,9.7788,1.5727,-0.6178,-1.5172,-0.3583,0.2152,9.7997,15877,0,0.0,,
0.1636,0.4373,9.9257,-7.9141,5.1143,8.114,0.1842,0.4813,9.8597,15878,0,0.0,,
-0.1256,0.1604,9.9728,2.4802,2.0376,-0.7824,-0.1522,0.0824,9.9632,15879,0,0.0,,
-0.2058,0.3645,9.936,-0.7107,0.3185,1.2397,-0.2006,0.2104,9.932,15880,0,0.0,,
-0.4169,0.1268,9.1619,1.7001,-2.4308,1.853,-0.3592,0.1232,9.0936,15881,0,0.0,,
-0.5636,0.0994,10.1237,-4.4318,-1.5339,0.8277,-0.5719,0.1482,10.1552,15882,0,0.0,,
0.0418,-0.229,10.0513,3.8342,1.3689,4.1523,0.0056,-0.2749,10.1434,15883,0,0.0,,
-0.2681,-0.3198,10.0132,-2.9085,0.8155,-7.4358,-0.3542,-0.2694,9.9611,15884,0,0.0,,
-0.1045,-0.2431,9.8189,-0.3813,0.1607,3.3867,-0.1443,-0.2168,9.8445,15885,0,0.0,,
-0.1055,0.342,9.4405,5.45,-1.0814,-5.3976,-0.1149,0.3149,9.4062,15886,0,0.0,,
0.0447,0.2265,9.9484,-1.5029,-0.178,-0.8982,-0.0013,0.2415,9.9527,15887,0,0.0,,
-0.0026,-0.6208,10.2247,1.9448,0.7067,-0.4635,-0.0775,-0.5407,10.2624,15888,0,0.0,,
-0.5968,-0.3363,9.9708,1.4315,-0.5301,-1.0009,-0.63,-0.2905,10.0597,15889,0,0.0,,
0.3911,0.1705,9.9316,3.8637,-3.4431,-2.6279,0.4414,0.1604,9.9712,15890,0,0.0,,
-0.5213,0.2572,9.48,2.5179,1.2061,-2.7597,-0.5083,0.2,9.5395,15891,0,0.0,,
-0.3025,0.0749,9.8301,2.2836,-1.0096,-2.3523,-0.2381,0.0601,9.8279,15892,0,0.0,,
0.1562,-0.109,10.1354,-3.1871,-3.1163,1.8642,0.1481,-0.0614,10.1239,15893,0,0.0,,
0.1455,-0.1219,9.7332,0.9511,7.3747,-2.6465,0.1231,-0.1556,9.7618,15894,0,0.0,,
0.1316,-0.1778,9.674,-4.5752,0.9719,-0.9311,0.1182,-0.1372,9.6754,15895,0,0.0,,
0.0023,0.3529,9.5215,2.1612,0.4018,-2.348,0.031,0.3911,9.5547,15896,0,0.0,,
-0.1638,0.1747,9.912,-0.8632,1.7967,-2.8789,-0.1053,0.1667,9.9357,15897,0,0.0,,
-0.5082,0.2213,9.7405,-0.9917,-1.9921,3.1147,-0.6049,0.2349,9.7802,15898,0,0.0,,
0.1377,0.2928,9.7956,0.4837,0.1504,-0.4593,0.2201,0.3179,9.738,15899,0,0.0,,
-0.5232,0.2801,9.8529,1.1226,3.061,-0.3881,-0.5606,0.3323,9.7902,15900,0,0.0,,
-0.2055,0.1095,9.6573,-3.6184,-4.5255,-1.8822,-0.2354,0.0936,9.6255,15901,0,0.0,,
0.0593,-0.2899,9.9043,2.1924,0.141,0.5972,0.1185,-0.359,10.0634,15902,0,0.0,,
0.1775,0.4033,9.7819,-4.8838,2.7611,3.6757,0.0815,0.3051,9.8045,15903,0,0.0,,
-0.0847,-0.1861,10.0559,1.9941,-0.8039,1.433,-0.0988,-0.2006,10.0831,15904,0,0.0,,
0.4563,-0.0606,9.7543,-2.0078,-0.4976,-2.6884,0.5028,-0.0184,9.8683,15905,0,0.0,,
0.1654,-0.5663,9.8938,-1.3068,-2.0903,3.4023,0.1163,-0.558,9.872,15906,0,0.0,,
-0.3989,0.2035,10.1373,2.6114,0.2464,-2.2376,-0.3906,0.2278,10.1796,15907,0,0.0,,
0.1362,-0.4112,9.8565,-0.1794,-2.1636,-1.3243,0.0495,-0.3778,9.866,15908,0,0.0,,
0.039,-0.2439,9.915,-2.6702,-0.881,3.448,-0.0424,-0.2291,9.8495,15909,0,0.0,,
-0.2927,0.029,9.7622,8.6694,-4.3794,-0.3541,-0.306,-0.0373,9.7561,15910,0,0.0,,
-0.4132,0.0799,10.1526,-0.4298,-1.0235,-6.6476,-0.4492,0.0759,10.1539,15911,0,0.0,,
-0.4791,0.1095,9.9327,0.4083,-0.8495,1.579,-0.4566,0.1271,9.8165,15912,0,0.0,,
0.4763,0.3014,9.9753,1.4777,4.9825,-0.4982,0.444,0.2537,9.9863,15913,0,0.0,,
-0.533,0.0389,9.9276,3.0594,0.0848,-2.1096,-0.5557,0.0192,9.8168,15914,0,0.0,,
-0.1227,-0.0314,9.8262,1.2002,-0.4413,2.317,-0.2478,-0.1029,9.799,15915,0,0.0,,
0.0694,-0.3003,10.0398,-1.2188,-1.3225,-0.3244,0.0508,-0.2568,10.0335,15916,0,0.0,,
-0.217,-0.1273,10.0671,-1.7367,4.6963,-0.0422,-0.1386,-0.1628,10.1043,15917,0,0.0,,
0.0614,0.1028,9.8832,1.289,2.7385,1.1276,0.1513,0.1424,9.8995,15918,0,0.0,,
0.1317,-0.2459,10.1934,3.9407,-4.2728,2.2366,0.0597,-0.2099,10.2844,15919,0,0.0,,
-0.2968,-0.4405,10.1986,0.4935,-3.6166,4.3967,-0.3611,-0.4444,10.1902,15920,0,0.0,,
-0.2575,-0.3429,10.098,-0.4186,3.7903,2.0593,-0.2254,-0.3338,10.0657,15921,0,0.0,,
-0.0156,0.4187,9.4599,4.3237,-0.7931,1.7297,-0.0879,0.3781,9.5062,15922,0,0.0,,
0.4464,-0.2108,9.417,-2.3509,0.799,7.5316,0.4608,-0.0952,9.4979,15923,0,0.0,,
0.1124,0.2823,9.2935,-1.8387,3.7531,-0.223,0.1079,0.2742,9.2945,15924,0,0.0,,
0.3658,0.0322,9.4324,2.8276,0.1279,-1.757,0.3323,0.0405,9.3645,15925,0,0.0,,
-0.8013,0.2378,9.5974,-0.6855,-4.0026,-2.6834,-0.8002,0.2392,9.5436,15926,0,0.0,,
0.628,0.3298,10.1,1.1073,1.9186,-6.1139,0.7326,0.2999,10.1097,15927,0,0.0,,
0.7014,0.0605,10.2876,-0.951,3.424,-4.7905,0.7242,0.07,10.3355,15928,0,0.0,,
-0.0043,0.0666,9.9549,-2.6879,4.0687,-2.9758,0.0937,0.1059,9.8985,15929,0,0.0,,
0.1436,0.0773,9.5038,5.3847,0.634,-5.3146,0.1412,0.0819,9.5043,15930,0,0.0,,
0.2923,0.1629,10.1306,-1.1233,-0.7197,-0.5877,0.341,0.2537,10.1092,15931,0,0.0,,
1.1337,0.5463,9.4344,-3.0654,2.3881,0.4111,1.1527,0.5265,9.4558,15932,0,0.0,,
-0.025,-0.3894,9.5948,-2.8283,0.1722,4.0324,-0.077,-0.4711,9.6553,15933,0,0.0,,
-0.2377,-0.1824,10.0948,-2.2121,4.6187,3.1304,-0.2323,-0.2174,10.1338,15934,0,0.0,,
0.0505,0.4022,9.8793,2.3675,-2.8626,-1.2847,0.0588,0.3727,9.8381,15935,0,0.0,,
0.1459,-0.3302,10.0849,0.8146,-5.6119,3.0675,0.2515,-0.3132,10.0721,15936,0,0.0,,
-0.079,-0.2743,9.6838,3.5847,-1.3242,2.4364,-0.0532,-0.1772,9.622,15937,0,0.0,,
0.0862,0.0379,9.7907,-5.6984,2.6612,-5.1406,0.0875,0.0366,9.8131,15938,0,0.0,,
-0.3182,0.1012,9.9197,-2.0768,1.0702,3.7069,-0.2763,0.1394,9.9084,15939,0,0.0,,
0.2629,-0.2116,9.6504,1.0908,-4.7041,-1.2763,0.2047,-0.1844,9.6523,15940,0,0.0,,
0.0377,-0.2584,9.7132,2.7483,1.8167,-1.7055,-0.0552,-0.2465,9.8088,15941,0,0.0,,
0.5576,-0.2475,9.8653,-0.0232,4.5873,-2.371,0.5798,-0.2157,9.7332,15942,0,0.0,,
0.1755,0.155,9.6324,-0.9395,2.5994,-0.973,0.2083,0.0758,9.7081,15943,0,0.0,,
-0.4975,-0.3277,9.645,-1.8694,0.7691,2.4015,-0.5229,-0.3504,9.7258,15944,0,0.0,,
-0.27,0.4103,9.6498,-2.6683,5.771,2.4056,-0.207,0.4144,9.6707,15945,0,0.0,,
0.612,0.1876,9.7753,-0.6604,-0.7198,-0.4161,0.5927,0.2333,9.7138,15946,0,0.0,,
0.2315,0.2596,9.6635,4.5831,-1.2208,1.2168,0.3229,0.2505,9.798,15947,0,0.0,,
-0.1615,0.0524,9.9173,-0.9898,0.7296,-2.2898,-0.1486,0.0617,9.9084,15948,0,0.0,,
0.0057,-0.399,9.7673,4.1899,2.1779,3.3994,0.0479,-0.3932,9.7487,15949,0,0.0,,
-0.4736,-0.2655,9.8747,-4.8545,4.9019,0.9069,-0.458,-0.2466,9.8178,15950,0,0.0,,
-0.0125,0.5497,9.8656,-1.7404,0.2321,-1.2284,-0.0292,0.4974,9.8265,15951,0,0.0,,
-0.0189,-0.1985,9.6865,0.4689,0.696,-1.2436,0.0161,-0.2284,9.7003,15952,0,0.0,,
-0.3011,-0.0074,10.1657,-5.7945,-2.2116,-3.0725,-0.2517,-0.0439,10.1076,15953,0,0.0,,
-0.357,0.175,9.891,5.1227,2.907,0.1432,-0.3674,0.1431,9.8904,15954,0,0.0,,
-0.8686,0.478,9.5159,-0.213,9.7601,-3.019,-0.8508,0.5329,9.544,15955,0,0.0,,
-0.3298,0.2361,10.0628,3.2472,-1.7506,-0.4856,-0.3682,0.3002,10.1026,15956,0,0.0,,
-0.182,-0.3961,9.7014,3.6078,-2.6735,4.8449,-0.1359,-0.4138,9.7534,15957,0,0.0,,
0.1765,0.1141,9.6975,-0.0425,-2.8809,0.8488,0.1656,0.1504,9.6614,15958,0,0.0,,
-0.1462,0.1804,9.8874,-1.7993,1.32,2.4021,-0.1621,0.1617,9.9442,15959,0,0.0,,
0.054,-0.3573,9.5364,1.5949,-3.4746,5.1304,0.0929,-0.436,9.4827,15960,0,0.0,,
-0.1018,-0.5845,10.0297,-0.2686,1.3448,0.7359,-0.0673,-0.6885,10.0569,15961,0,0.0,,
0.2996,0.2521,9.5807,3.6732,-0.3397,-3.4511,0.2639,0.2686,9.5193,15962,0,0.0,,
0.1067,-0.1845,9.9022,-1.1433,0.0349,-4.3311,0.0255,-0.1567,9.8385,15963,0,0.0,,
-0.4526,0.2432,9.8955,-4.544,2.6964,-0.1783,-0.462,0.2225,9.8701,15964,0,0.0,,
-0.1089,-0.582,10.2117,-0.7803,1.1757,3.6438,-0.1461,-0.5548,10.3149,15965,0,0.0,,
-0.2968,0.189,10.0333,2.8859,-0.7113,-3.9382,-0.3396,0.2085,10.0359,15966,0,0.0,,
-0.2422,-0.3023,9.6741,-0.1901,-1.7239,-2.0928,-0.2063,-0.2405,9.588,15967,0,0.0,,
0.0073,-0.3514,9.6469,-2.6192,-2.4001,-3.0565,0.0482,-0.3425,9.6492,15968,0,0.0,,
-0.1253,0.1846,9.4505,3.2684,1.5654,3.6618,-0.089,0.2509,9.4853,15969,0,0.0,,
-0.3296,0.2248,10.0422,-1.9879,3.794,3.128,-0.3678,0.1777,10.1426,15970,0,0.0,,
0.1045,-0.1289,9.3358,-5.6745,3.0676,2.5956,0.0509,-0.0695,9.2206,15971,0,0.0,,
0.3632,0.2409,10.0211,3.9948,-1.5506,-1.1398,0.3757,0.2337,9.9988,15972,0,0.0,,
-0.2656,0.578,9.8428,-7.0078,-7.4559,3.6316,-0.3197,0.5933,9.9276,15973,0,0.0,,
0.0197,-0.0447,9.7561,-1.4291,-0.6763,-2.9448,-0.022,-0.0872,9.7604,15974,0,0.0,,
0.1427,0.0985,9.7318,6.1761,-2.6803,-5.3804,0.0988,0.0692,9.8958,15975,0,0.0,,
-0.6146,-0.3772,10.0072,-0.7943,2.7466,-0.264,-0.6066,-0.3686,9.9428,15976,0,0.0,,
-0.369,0.2655,9.6044,2.2245,-1.6043,-4.1582,-0.311,0.2814,9.6277,15977,0,0.0,,
-0.0885,-0.0933,9.7771,0.3725,0.2255,-3.2399,-0.1416,-0.1023,9.6918,15978,0,0.0,,
0.1539,0.2338,9.8892,-0.4443,-4.0279,-3.0413,0.109,0.2263,9.8942,15979,0,0.0,,
-0.7468,0.0194,9.7652,-0.83,-1.9806,-2.9695,-0.785,0.0832,9.7612,15980,0,0.0,,
-0.0024,-0.3294,9.7294,-2.0312,1.2728,-2.8062,0.0436,-0.281,9.7981,15981,0,0.0,,
0.0094,0.3673,9.6459,0.644,-7.603,-2.952,0.022,0.3534,9.6319,15982,0,0.0,,
0.4312,0.2765,9.6485,0.4358,5.2621,5.893,0.411,0.1889,9.6464,15983,0,0.0,,
0.6936,-0.1846,9.862,4.8121,2.672,-0.982,0.6787,-0.2481,9.8762,15984,0,0.0,,
0.3563,-0.0362,9.8322,2.9296,4.5768,3.6052,0.2234,-0.1046,9.8455,15985,0,0.0,,
-0.0293,0.4158,9.8444,4.2917,4.3057,3.34,0.0022,0.4612,9.8865,15986,0,0.0,,
0.4427,0.208,9.7971,-5.3043,3.6697,-0.2071,0.4532,0.2379,9.7769,15987,0,0.0,,
-0.4211,0.0872,9.6509,-4.7315,1.9435,-2.9989,-0.4763,0.0913,9.6311,15988,0,0.0,,
-0.1333,0.1899,9.6763,-1.5864,-0.7414,6.1928,-0.0655,0.1803,9.6433,15989,0,0.0,,
0.2093,-0.3337,9.6573,0.9003,-4.8352,2.033,0.1515,-0.3363,9.5907,15990,0,0.0,,
0.4183,-0.1941,9.7855,-0.4666,2.587,2.0557,0.5208,-0.0803,9.7868,15991,0,0.0,,
-0.0044,-0.0003,9.5501,0.9756,3.0427,1.0442,-0.042,0.1248,9.5596,15992,0,0.0,,
0.4082,0.2306,9.5975,-2.1418,3.9575,3.8774,0.3806,0.245,9.5861,15993,0,0.0,,
-0.3099,0.2083,10.0538,1.3767,-5.6444,-0.7326,-0.2908,0.237,10.0639,15994,0,0.0,,
0.1926,0.3942,10.0716,4.1458,0.3493,-2.6382,0.2626,0.4481,10.1077,15995,0,0.0,,
-0.2787,-0.3103,9.8967,-0.1555,-1.953,-1.3282,-0.2374,-0.2494,9.9502,15996,0,0.0,,
0.0544,-0.0731,9.7156,-1.1578,0.3671,-3.4382,0.0713,-0.0817,9.658,15997,0,0.0,,
0.2115,-0.414,9.8538,-4.0148,0.5986,-0.3811,0.1777,-0.4178,9.8952,15998,0,0.0,,
0.47,-0.0022,9.3668,-0.1619,-1.661,3.637,0.4528,0.0057,9.3132,15999,0,0.0,,
0.3044,0.1611,9.6902,-4.3471,0.1823,3.1488,0.3979,0.1008,9.722,16000,0,0.0,0.0,0.0409359595453106
0.0425,0.5147,9.8994,2.9837,-2.454,0.3011,0.1347,0.49,9.9903,16001,0,0.0,,
-0.88,0.2054,9.8574,-6.6358,1.1334,-0.5599,-0.8527,0.2066,9.9331,16002,0,0.0,,
-0.259,-0.2819,9.7258,-0.9863,-0.8605,-3.5666,-0.2009,-0.2918,9.7875,16003,0,0.0,,
-0.1072,-0.0417,9.5879,3.475,-1.3364,3.1337,-0.1017,-0.0494,9.5677,16004,0,0.0,,
-0.2184,0.0707,10.0873,-0.5294,-3.5908,5.1055,-0.3306,0.0493,9.9757,16005,0,0.0,,
0.3126,0.4317,9.9832,2.6304,-1.8583,-3.357,0.3079,0.5123,9.9402,16006,0,0.0,,
0.6139,0.0074,9.4391,3.8188,4.4145,-2.1447,0.5778,-0.085,9.4777,16007,0,0.0,,
-0.2707,0.0785,9.9119,5.7195,0.2952,0.5058,-0.2054,0.0321,9.8703,16008,0,0.0,,
-0.3979,0.2939,9.7665,-2.4223,-0.1331,1.5853,-0.4188,0.2761,9.7387,16009,0,0.0,,
-0.0733,0.1165,9.8656,-2.4889,-0.4851,2.9708,-0.0206,0.1003,9.9325,16010,0,0.0,,
0.1073,0.0549,9.4509,-1.7647,3.3712,-2.9652,0.0634,0.005,9.4621,16011,0,0.0,,
0.6428,-0.4948,9.731,-3.0667,0.529,2.0435,0.6861,-0.6011,9.7465,16012,0,0.0,,
-0.3002,0.2409,9.7602,2.372,0.1022,-5.5792,-0.3014,0.2173,9.792,16013,0,0.0,,
-0.0556,-0.5091,10.0317,1.8175,-1.4144,-1.2553,-0.0593,-0.5213,10.0116,16014,0,0.0,,
-0.4799,-0.5333,9.8495,5.6378,-2.7573,-1.1802,-0.4786,-0.5395,9.8255,16015,0,0.0,,
0.1406,-0.0972,10.063,-5.8553,-0.5615,-3.2441,0.1894,0.0035,9.9576,16016,0,0.0,,
-0.4607,0.0939,9.8914,-2.6165,1.4893,5.8705,-0.4345,0.111,9.8272,16017,0,0.0,,
-0.2499,-0.2179,9.8118,3.8578,2.542,2.1044,-0.2359,-0.1827,9.8457,16018,0,0.0,,
0.2937,-0.8007,9.8648,-4.1602,0.019,2.8942,0.2924,-0.8448,9.8966,16019,0,0.0,,
0.2423,-0.0691,9.6996,-1.3735,-0.0237,5.6342,0.342,-0.0554,9.7151,16020,0,0.0,,
-0.0397,0.3032,9.8739,-1.7319,-4.1265,-3.9569,-0.0157,0.3134,9.9245,16021,0,0.0,,
-0.5014,0.21,9.6617,-2.6032,2.2888,0.872,-0.4835,0.2717,9.7396,16022,0,0.0,,
0.2455,-0.1495,9.8458,-0.0705,-4.2488,-2.5746,0.2235,-0.2281,9.8742,16023,0,0.0,,
-0.0494,-0.3401,9.6305,0.0982,6.3037,2.3001,0.0039,-0.409,9.6496,16024,0,0.0,,
-0.0559,-0.2584,9.6809,-3.6359,5.3429,-0.8165,-0.0875,-0.1904,9.743,16025,0,0.0,,
0.1593,0.08,9.6567,-0.7166,0.8665,1.0663,0.1104,0.0427,9.6844,16026,0,0.0,,
0.0317,0.2514,9.5505,-3.7955,1.4684,-5.8371,0.1674,0.2348,9.5962,16027,0,0.0,,
0.1682,-0.1303,9.8933,0.4384,3.8528,3.462,0.1397,-0.1161,9.8289,16028,0,0.0,,
0.2573,0.2714,9.8614,4.6025,4.4935,0.5737,0.2085,0.2892,9.8771,16029,0,0.0,,
-0.3029,0.1925,9.8274,-5.3056,-0.4012,0.9547,-0.379,0.1699,9.8618,16030,0,0.0,,
0.4992,0.0382,10.0987,-3.6503,-3.6987,0.8919,0.5674,0.0438,10.0758,16031,0,0.0,,
